SUMMARY,DTSTART-DATE,START-TIME,DTEND-DATE,END-TIME,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION,REPLACES RECURRENT EVENT FROM
"RENTREE Filière IEN","05-09-2022","15:00","05-09-2022","16:00",,"2A-IEN-EVTMARIN Philippe Ense3(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"RENTREE Filière ASI","05-09-2022","15:00","05-09-2022","16:00",,"2A-ASI-EVTMARTINEZ-MOLINA John-jairo(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"RENTREE Filière HOE","05-09-2022","15:00","05-09-2022","16:00",,"M1-HCE2A-HOE-EVTMISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"RENTREE Filière IEE","05-09-2022","15:00","05-09-2022","16:00",,"2A-IEE-EVTAVENAS Yvan(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"RENTREE Filière ME","05-09-2022","15:00","05-09-2022","16:00",,"2A-ME-EVTDJERIDI Henda(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"RENTREE Filière SEM","05-09-2022","15:00","05-09-2022","16:00",,"2A-SEM-EVTPLOIX Stephane(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Rentrée","05-09-2022","15:00","05-09-2022","16:00",,"2A-ALT-G12A-ALT-G22A-ALT-G32A-ALT-G42A-ALT-G52A-ALT-G6RAMDANE Brahim(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"RESERVATION","05-09-2022","16:30","05-09-2022","17:30",,"(Exporté le:28/02/2023 14:40)","","G-4D006 TD-info","","",,,,,
"Soutenances PFE","06-09-2022","07:00","06-09-2022","18:00",,"(Exporté le:28/02/2023 14:40)","","G-2A004,G-2A005,G-4D001-Projet,G-4D005-Projet,G-4D007-Projet,G-4D009-Projet,G-2A007-info,G-2B001-info,G-4D010-Projet,G-2A003,G-2B009","","",,,,,
"CLIMAT","06-09-2022","08:00","06-09-2022","19:00",,"1A-ALT1A-ETU1A-TOUS-EVT(Exporté le:28/02/2023 14:40)","","G-2C002,G-2B002,G-2B012,G-2C008,G-2C004,G-2C003,G-2C007,G-2B013,G-4D006 TD-info,G-2C001,G-0B018-Agora","","",,,,,
"codir","06-09-2022","08:00","06-09-2022","12:00",,"Réservations ReSEdABakouche Fadwa(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Generation photovoltaique stockage","06-09-2022","08:15","06-09-2022","10:15",,"4EUAGPS8_2022_S7_CTD_G1SCHAEFFER Christian(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"Ingenierie des amenagements 1","06-09-2022","08:15","06-09-2022","10:15",,"4EUS3IH1_2022_S7_CTD_G2MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"Conférence engagement étudiant","06-09-2022","08:30","06-09-2022","09:30",,"1A-ETU-B2b1A-ETU-B31A-ETU-C1A-ALT(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"LANCEMENT BE CERSE","06-09-2022","08:30","06-09-2022","09:00",,"2A-SEM-G12A-SEM-G23A-SEM-EVTROBINET AntoineBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Forum des associations","06-09-2022","08:30","06-09-2022","12:00",,"1A-ETU-B2b1A-ETU-B31A-ETU-C(Exporté le:28/02/2023 14:40)","","G-0D006-Salle des forums","","",,,,,
"LANCEMENT BE CERSE","06-09-2022","09:00","06-09-2022","09:30",,"2A-SEM-G32A-SEM-G42A-SEM-EVTMAYNARD XavierBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Anglais 2A","06-09-2022","09:00","06-09-2022","10:00",,"Réservations ReSEdABelanger Sophie(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Conférence Développement durable","06-09-2022","09:30","06-09-2022","10:15",,"1A-ALT1A-ETU-B2b1A-ETU-B31A-ETU-C(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Linguaskill","06-09-2022","10:00","06-09-2022","13:00",,"(Exporté le:28/02/2023 14:40)","","G-3A014-info","","",,,,,
"Soutenance","06-09-2022","10:00","06-09-2022","12:00",,"(Exporté le:28/02/2023 14:40)","","G-2C005-info","","",,,,,
"Réunion REX stages 1A","06-09-2022","13:30","06-09-2022","14:30",,"Réservations ReSEdABelanger Sophie(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Forum des associations","06-09-2022","13:30","06-09-2022","16:30",,"1A-ETU-A1A-ETU-B11A-ETU-B2a(Exporté le:28/02/2023 14:40)","","G-0D006-Salle des forums","","",,,,,
"Conférence engagement étudiant","06-09-2022","13:30","06-09-2022","14:30",,"1A-ETU-A1A-ETU-B11A-ETU-B2a(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Modelisation en mecanique","06-09-2022","13:45","06-09-2022","17:45",,"4EUS3MEM_2022_S7_BE1_G2MARIN Philippe Ense3(Exporté le:28/02/2023 14:40)","","G-2C005-info","","",,,,,
"Energy Conversion I","06-09-2022","13:45","06-09-2022","15:45",,"4EUS3MAG_2022_S7_CM_G1CHAZAL Herve(Exporté le:28/02/2023 14:40)","","G-2C006","","",,,,,
"Automatique 1","06-09-2022","13:45","06-09-2022","15:45",,"4EUS3AUT_2022_S7_CM_G1KHENNOUF Hayate(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Conférence Développement durable","06-09-2022","14:30","06-09-2022","15:15",,"1A-ETU-A1A-ETU-B11A-ETU-B2a(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Réunion rentrée MAP 2A","06-09-2022","14:30","06-09-2022","15:30",,"Réservations ReSEdABelanger Sophie(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Scientific Course of Newcomers","06-09-2022","15:00","06-09-2022","18:00",,"WEU1SCN6_2022_S7_TD_G1CHAREYRE Bruno(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Graduate School","06-09-2022","15:30","06-09-2022","18:00",,"Réservations ReSEdADelinchant Benoit(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Réunion rentrée MAP 3A","06-09-2022","15:30","06-09-2022","16:30",,"Réservations ReSEdABelanger Sophie(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Energy Conversion I","06-09-2022","16:00","06-09-2022","18:00",,"4EUS3MAG_2022_S7_TD_G2LEBOUC Afef(Exporté le:28/02/2023 14:40)","","G-4D008 TD-info","","",,,,,
"LANCEMENT BE CERSE","06-09-2022","16:00","06-09-2022","16:30",,"2A-ASI-G12A-ASI-G22A-ASI-EVTGARAFFA ClementBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Energy Conversion I","06-09-2022","16:00","06-09-2022","18:00",,"4EUS3MAG_2022_S7_TD_G1CHAZAL Herve(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"LANCEMENT BE CERSE","06-09-2022","16:45","06-09-2022","17:15",,"2A-ASI-G32A-ASI-G42A-ASI-EVTWILLEMIN JeromeBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"English and Communication","07-09-2022","08:00","07-09-2022","10:00",,"3EMAENG8_2022_S6_TD_G2BELANGER Sophie(Exporté le:28/02/2023 14:40)","","G-2C003","","",,,,,
"Systemes mecaniques","07-09-2022","08:00","07-09-2022","10:00",,"3EUS1SMC_2022_S5_CM_G3AMEN Jean-luc(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Mecanique des solides deformables","07-09-2022","08:00","07-09-2022","10:00",,"3EUS1MSD_2022_S5_CM_G1IMBAULT Didier(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"English and Communication","07-09-2022","08:00","07-09-2022","10:00",,"3EMAENG8_2022_S6_TD_G1GUY Rebecca(Exporté le:28/02/2023 14:40)","","G-2C004","","",,,,,
"Service DIP","07-09-2022","08:00","07-09-2022","10:45",,"Réservations ReSEdAFeuillet Karine(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Hydraulique et transferts","07-09-2022","08:15","07-09-2022","10:15",,"4EUS3HQT_2022_S7_CM_G1BULTEL Yann(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Ingenierie des amenagements 1","07-09-2022","08:15","07-09-2022","10:15",,"4EUS3IH1_2022_S7_CTD_G1MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-2B009","","",,,,,
"Modelisation en mecanique","07-09-2022","08:15","07-09-2022","10:15",,"4EUS3MEM_2022_S7_CM1_G1MARIN Philippe Ense3(Exporté le:28/02/2023 14:40)","","G-2A003","","",,,,,
"Ingenierie des amenagements 1","07-09-2022","08:15","07-09-2022","10:15",,"4EUS3IH1_2022_S7_CTD_G2BOURGEOIS Celine(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Réunion 1A FISE","07-09-2022","08:30","07-09-2022","10:30",,"(Exporté le:28/02/2023 14:40)","","G-1B016-Projet-Vie étudiante","","",,,,,
"ANDRIEU EIFFAGE Réunion UGA ET G2ELAB (sn)","07-09-2022","09:00","07-09-2022","16:00",,"(Exporté le:28/02/2023 14:40)","","G-1C004","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","09:15","07-09-2022","10:15",,"3EU5DSI8_2022_S5_CM_G2CATERINA Marc(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Systemes mecaniques","07-09-2022","10:15","07-09-2022","12:15",,"3EUS1SMC_2022_S5_TD_G7BERNARD Cécile(Exporté le:28/02/2023 14:40)","","G-2C001","","",,,,,
"Mecanique des solides deformables","07-09-2022","10:15","07-09-2022","12:15",,"3EUS1MSD_2022_S5_CM_G1MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Generation photovoltaique stockage","07-09-2022","10:30","07-09-2022","12:30",,"4EUAGPS8_2022_S7_CTD_G1BULTEL Yann(Exporté le:28/02/2023 14:40)","","G-4D003","","",,,,,
"Hydraulique et transferts","07-09-2022","10:30","07-09-2022","12:30",,"4EUS3HQT_2022_S7_CM_G1BALCET Nicolas(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Modelisation en mecanique","07-09-2022","10:30","07-09-2022","12:30",,"4EUS3MEM_2022_S7_TD1_G2MARIN Philippe Ense3(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"Ingenierie des amenagements 1","07-09-2022","10:30","07-09-2022","12:30",,"4EUS3IH1_2022_S7_CTD_G1BOURGEOIS Celine(Exporté le:28/02/2023 14:40)","","G-2B010","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G10MORALES Aurelien(Exporté le:28/02/2023 14:40)","","G-3D003-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G7ROBA Bolbol(Exporté le:28/02/2023 14:40)","","G-3A014-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G8CATERINA Marc(Exporté le:28/02/2023 14:40)","","G-2B001-info","","",,,,,
"Réunion CTES/ENSE3","07-09-2022","10:45","07-09-2022","12:00",,"Réservations ReSEdAManciot Sarah(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G11DIMITROV Stephane(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G9BONTRON Olivier(Exporté le:28/02/2023 14:40)","","G-3B001-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","10:45","07-09-2022","11:45",,"3EU5DSI8_2022_S5_BE_G12VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-2C005-info","","",,,,,
"Service DIP","07-09-2022","12:00","07-09-2022","14:00",,"Réservations ReSEdAFeuillet Karine(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Permanence Sport, Langues, LV (salle Forum RDC à droite de l'accueil)","07-09-2022","12:30","07-09-2022","13:30",,"1A-ETU(Exporté le:28/02/2023 14:40)","","G-0D006-Salle des forums","","",,,,,
"Réunion 1A FISE","07-09-2022","12:30","07-09-2022","16:30",,"(Exporté le:28/02/2023 14:40)","","G-1B016-Projet-Vie étudiante","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","13:30","07-09-2022","14:30",,"3EU5DSI8_2022_S5_CM_G3ROBA Bolbol(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Fondamentaux de mathematiques","07-09-2022","13:30","07-09-2022","15:30",,"3EUAFDM8_2022_S5_CTD_G1VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-2C008","","",,,,,
"Mecanique des solides deformables","07-09-2022","13:30","07-09-2022","15:30",,"3EUS1MSD_2022_S5_CM_G2IMBAULT Didier(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Ouverture libre horaire été","07-09-2022","13:30","07-09-2022","17:00",,"(Exporté le:28/02/2023 14:40)","","G-0B015-FABLAB Ense3,G-4D013-FABLAB Ense3,G-4D011-FABLAB Ense3","","",,,,,
"Systemes mecaniques","07-09-2022","13:30","07-09-2022","15:30",,"3EUS1SMC_2022_S5_CM_G1GUILLET Stephane(Exporté le:28/02/2023 14:40)","","G-0B007-Amphi Bergès","","",,,,,
"Physique nucleaire","07-09-2022","13:45","07-09-2022","15:45",,"4EUS31NU_2022_S7_CM_G1NUTTIN Alexis(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"Controle commande outils maths","07-09-2022","13:45","07-09-2022","15:45",,"4EUACCO6_2022_S7_CTD_G1BRATCU Antoneta(Exporté le:28/02/2023 14:40)","","G-2A007-info","","",,,,,
"Conception mecanique","07-09-2022","13:45","07-09-2022","15:45",,"4EUS3CME_2022_S7_CM_G1AMEN Jean-luc(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Electronique & signaux numeriques","07-09-2022","13:45","07-09-2022","17:45",,"4EUS3ESN_2022_S7_BE1_G2WILLEMIN JeromeBRUNELLO Marc(Exporté le:28/02/2023 14:40)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Scientific Course of Newcomers","07-09-2022","14:00","07-09-2022","17:00",,"WEU1SCN6_2022_S7_TD_G1CHAREYRE Bruno(Exporté le:28/02/2023 14:40)","","G-2B012","","",,,,,
"Soutenance","07-09-2022","14:00","07-09-2022","17:00",,"(Exporté le:28/02/2023 14:40)","","G-2C001","","",,,,,
"SMQ - Point processus DR1","07-09-2022","14:00","07-09-2022","15:30",,"Réservations ReSEdAViguier Amelie(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G17DIMITROV Stephane(Exporté le:28/02/2023 14:40)","","G-2B001-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G14CATERINA Marc(Exporté le:28/02/2023 14:40)","","G-4A020-info-mhi","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G13ROBA Bolbol(Exporté le:28/02/2023 14:40)","","G-3D003-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G15BONTRON Olivier(Exporté le:28/02/2023 14:40)","","G-2C005-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G18BOURGEOIS Celine(Exporté le:28/02/2023 14:40)","","G-3B001-info","","",,,,,
"Decouverte du SI (BESI)","07-09-2022","14:45","07-09-2022","15:45",,"3EU5DSI8_2022_S5_BE_G16MORALES Aurelien(Exporté le:28/02/2023 14:40)","","G-3A014-info","","",,,,,
"Service DIP","07-09-2022","15:30","07-09-2022","17:00",,"Réservations ReSEdAFeuillet Karine(Exporté le:28/02/2023 14:40)","","G-1C003","","",,,,,
"Mecanique des solides deformables","07-09-2022","15:45","07-09-2022","17:45",,"3EUS1MSD_2022_S5_CM_G2MISSEMER Ludovic(Exporté le:28/02/2023 14:40)","","G-1A002-Amphi Ampère","","",,,,,
"Fondamentaux de mathematiques","07-09-2022","15:45","07-09-2022","17:45",,"3EUAFDM8_2022_S5_CTD_G1VEZIER Antoine(Exporté le:28/02/2023 14:40)","","G-2C008","","",,,,,
"Conception mecanique","07-09-2022","16:00","07-09-2022","18:00",,"4EUS3CME_2022_S7_CM_G1DUBEY Anurag(Exporté le:28/02/2023 14:40)","","G-2A006","","",,,,,
"Controle commande outils maths","07-09-2022","16:00","07-09-2022","18:00",,"4EUACCO6_2022_S7_CTD_G1MESLEM Nacim(Exporté le:28/02/2023 14:40)","","G-2A007-info","","",,,,,
"Energie electrique","07-09-2022","16:00","07-09-2022","18:00",,"3EUS1ENE_2022_S5_CM_G3TIXADOR Pascal(Exporté le:28/02/2023 14:40)","","G-1C002-Amphi Coulomb","","",,,,,
"Physique nucleaire","07-09-2022","16:00","07-09-2022","18:00",,"4EUS31NU_2022_S7_CM_G1CAPELLAN Nicolas(Exporté le:28/02/2023 14:40)","","G-2B013","","",,,,,
"ATTENTION JUSQU'A MINUIT !!! BDA/scène ouverte intégration des premières années/Gilles Cathala","07-09-2022","17:30","07-09-2022","22:00",,"(Exporté le:28/02/2023 14:40)","","G-0B018-Agora","","",,,,,
